comment,emotion,sentiment
"Sono stata a Madrid durante le vacanze natalizie e purtroppo la facciata del museo era in ristrutturazione, peccato Ã¨ davvero un edificio imponente e non vederlo nella sua totalitÃ  ha deluso le mie aspettative!!! Tuttavia consiglio vivamente di vederlo e di dedicarci veramente una mezza giornata se non di piÃ¹ per chi Ã¨ amante dell'arte, altrimenti non si riuscirÃ  a godere a pieno della meraviglia e vastitÃ  di opere presenti al suo interno!!Due ore per visitarne , almeno una parte sono troppo poche!!Per chi volesse usufruire dell'ingresso gratuito consultate il sito e mettetevi in fila almeno un'ora prima rispetto al vostro presunto ingresso .",sadness,positive
"Piccola ma ricca completamente ricoperta di affreschi bellissimi, tutti da ammirare! Facilmente raggiungibile anche col tram, ne consiglio la visita.",joy,positive
"Una di quelle ""scoperte svelate"" di Milano...gioiello indiscusso della architettura cittadina. Da visitare assolutamente.",joy,positive
A me mette l'angoscia e credo che questo sia l'intento di questa opera... molto ben fatta e simbolicamente perfetta,joy,positive
"Mi Ã¨ piaciuto molto visitare questo museo ed ammirare le opere di Goja, Raffaello, Tiziano, Velasquez ed altri.",joy,positive
"Nonostante sia un parco Ã¨ grande quanto una cittÃ , pieno di punti caratteristici ci vorrebbero 2 giorni per vederlo e viverlo a pieno.I monumenti e le fontane al suo interno lasciano di stucco.Fantastico ed altro punto da visitare",joy,positive
"l ho visitata tante volte, ogni visita mi sorprende ancora, ora grazie ai volontari Ã¨' sempre aperta, un vero gioiello.",joy,positive
Non si puÃ² sorvolare su questo polmone verde di Manhattan. Quante volte abbiamo visto in TV film ambientati qui? La domenica il parco si anima con spettacolini divertenti. ,joy,positive
"I navigli sono il luogo della movida milanese, ma durante il giorno si passeggia volentieri fra negozietti, ristorantini, bar. La vicina Darsena Ã¨ stata rinnovata",sadness,positive
"Se si ama la pace e la tranquillitÃ  o anche solo vedere il polmone verde della cittÃ  piena di cemento, si deve andare a Time Square.E' enorme  ma il consiglio Ã¨ andarci alle prime ore del mattino e di percorrerlo a piedi per godersi la tranquillitÃ  che il parco ti trasmette",sadness,positive
Quando viene descritta come il polmone della cittÃ  non si sbagliano. Quando si Ã¨ al suo interno sembra proprio di trovarsi all'interno di una piccola foresta e non nella capitale del mondo. Sensazione unica,joy,positive
"Uno dei simboli di Milano.Caratteristici, pieni di gente e di locali.Danno anche un poâ di refrigerio ai turisti e ai milanesi.",joy,positive
"Ho acquistato i biglietti per il Museo del Prado qualche giorno fa.La procedura Ã¨ molto semplice e veloce, in piÃ¹ Ã¨ conveniente perchÃ© permette di evitare enormi file per l'acquisto del biglietto.Consigliatissimo!",joy,positive
"Era un sabato sera di luglio, e la mia ragazza mi ha portato in una zona particolare di Milano: i Navigli.Spettacolare! Le strade a fianco di questi navigli erano come in festa, bar e locali con i loro tavoli lungo entrambi i lati della strada. Câerano persone che cenavano, o semplicemente bevevano in compagnia, la strada era piena di gente a passeggio, come noi. Doveva esserci qualche tipo di festa (forse cinese) perchÃ© qualcuno aveva fatto âdecollareâ delle mongolfiere di carta fatte con una fiamma che riscalda lâaria dentro una specie di lampada cinese e lâaria calda fa volare il tutto. Eâ stato uno spettacolo affascinante. Poi siamo passati davanti ad un negozio di fumetti nuovi e usati e, nonostante fosse tardi, era aperto. Io sono un appassionato di fumetti e lÃ  dentro era fantastico, mi sentivo come un bambino in un negozio di giocattoli. Abbiamo poi continuato a passeggiare e dopo aver attraversato il naviglio da un ponte, dallâaltro lato abbiamo trovato aperto anche il Libraccio e lÃ¬ ho comprato in offerta a soli 2 euro un libro di fantascienza di un autore che adoro. Io non so se Ã¨ sempre cosÃ¬ sui Navigli, ma a me Ã¨ piaciuto tantissimo.",joy,positive
Prenotazione sul sito rapida e gratuita. Controlli accurati ma veloci. Eccezionale la risalita in serata/notte per chi conosce giÃ  i monumenti che lo circondano (meglio di giorno per chi vuole apprezzarli se non noti). Audioguida gratuita in italiano madrelingua con accensione automatica man mano che si sale e descrizione di ciÃ² che si ha dinnanzi. Da non perdere.,joy,positive
"A mio parere il tratto di muro piÃ¹ suggestivo della cittÃ , vuoi perchÃ¨ in prossimitÃ  di questa strada diversi furono i tentativi di fuga dall'est all'ovest, vuoi perchÃ¨ sempre lungo questa strada alcune abitazioni si ritrovarono per un niente di lÃ  o di quÃ  dal muro. Insomma un luogo molto denso di storia e per questo affascinante. Salendo poi sulla torretta del centro di documentazione, si vede bene l'originaria struttura del muro con tanto di striscia della morte che divideva la parte esterna da quella interna.Insomma, assolutamente da non perdere in un viaggio a Berlino.",joy,positive
"Piacevole passeggiata alla scoperta del passato travagliato degli abitanti di berlino, il muro Ã¨ raffigurato da un infinitÃ  di murales ricchi di storia e intense emozioni",joy,positive
"Questa Chiesa merita assolutamente una visita. I dipinti, il coro e le interessanti ed esaustive spiegazioni degli addetti FAI sempre gentili e disponibili.",joy,positive
"Consiglio un paio dâore di relax, magari nella zona sud del Strawberry garden davanti al Dakota . Nella bella stagione ci sono ovunque spettacolini da strada ",sadness,positive
"Uno dei monumenti piu' famosi della citta'. Da non perdere. In parte danneggiato dai bombardamenti, mantiene inalterato il suo fascino",joy,positive
"La zona diventa veramente vivo di notte e si puÃ² dire che Ã¨ l'hip/area alla moda per i giovani. Specialmente dato che Ã¨ solo c'era veramente una grande crescita negli ultimi 5 anni. Molto interessanti negozi di abbigliamento (ci sono un sacco di annata) , deliziosi ristoranti lungo il canale, e i bar piÃ¹ trendy come "" Rita "" che Ã¨ un deve visitare. Godetevi i siti del canal grande ma soggiorno per i vibes fantastici e energia giovanile.",joy,positive
Da sempre volevo visitare questo posto magico... Oggi l'ho fatto e lo stupore e la meraviglia Ã¨ stata immensa! Da visitare assolutamente! Grazie New Yorkâ¤ï¸,joy,positive
"Bisogna passarci almeno mezza giornata per poter dire di aver visto almeno il 30% di questo enorme parco con tantissime attrazioni, tralasciate il percorso standard in molte delle strade ci sono cose da vedere... Consigliatissimo in Bici",joy,positive
"Ho avuto la possibilitÃ  non solo di visitare lâinterno del Duomo ma anche di fare un giro tra le guglie e i doccioni, arrivando fino sul tetto della cattedrale. Ã stata unâesperienza fantastica, da lassÃ¹ si vede tutta Milano e si possono percorrere i camminamenti, ammirando da un punto di vista non convenzionale un lato non noto del Duomo. Da provare!,,,,",joy,positive
"Una magnifica chiesa , con affreschi molto belli. Una presenza discreta dei volontari del Touring assiste il visitatore. E' opportuno andarci con un po' di preparazione.",joy,positive
Oggi quando si parla dei Navigli si parla di movida tutti sanno che si possono trovare molti locali che spaziano dal latino americano dance Ai pub sicuramente si puÃ² trovare il locale adatto a voiLa sera Ã¨ sicuramente uno dei posti migliori per passare una serata in compagnia in allegria,joy,positive
"Fortunatamente siamo capitati durante il festival delle luci, quindi l'abbiamo vista illuminata da bellissime luci che proiettavano immagini in movimento. ",joy,positive
semplicemente unicoun  monumento unico  al mndo  che  non  si  puo'  non  vedere.una piazza spettacolare.peccato dovere  pagare l'ingresso.................................,joy,positive
Il memoriale per gli ebrei assassinati dâEuropa Ã¨ un memoriale per le vittime dellâolocausto che si trova nei pressi della Porta di Brandeburgo. Si tratta di un enorme piazzale su cui sorgono migliaia di stele in cemento di altezze diverse in mezzo alle quali Ã¨ possibile camminare quasi come se ci si trovasse in un labirinto. In un angolo della piazza esiste anche una mostra permanente ad ingresso libero.,sadness,positive
Merita. Gratuito. Sia per rispetto che per sicurezza non Ã¨ consentito salire sul blocchi. Purtroppo persone poco educate salgono e fanno saltare i bambini come se fosse un gioco. Ã da maleducati e proibito. Vi sono per fortuna guide che richiamano al senso civico. Molto bella Ã¨ la prospettiva del memoriale e il significato degli alberi posti all interno del memoriale. Non a caso Ã¨ stato scelto questo luogo ,anger,negative
"Bellissima gita in bicicletta, i percorsi sono molto belli e la bici permette di raggiungere un poâ tutto il parco. Ci si puÃ² rilassare sulle panchine e rinfrescarsi allâombra degli alberi. Evitate giornate troppo afose il caldo anche se in bici si soffre.",sadness,positive
"Simbolo della cittÃ , con la sua maestositÃ , la porta di Brandeburgo costituisce uno dei punti fermi dei monumenti da visitare in occasione di una visita a Berlino.",joy,positive
"Vengo spesso in questa zona che trovo sempre affascinante. Di giorno si possono visitare sia gallerie d'arte, antiquari, chiese e la darsena organizza gite brevi sulle barche. Di sera si trasforma con la movida Milanese piena di locali per tutti i gusti. offrono varie tipi di cucina, c'Ã¨ solo da scegliere!",joy,positive
"Se volete fuggire al caos della grande mela dovete rifugiarvi in central park, con i suoi laghi, lo zoo, i musei e le mille attrazioni al suo interno. Un pomeriggio sdraiati sui suoi prati con l'impareggiabile vista dello skyline newyorkese e con gli scoiattoli che corrono sui rami degli alberi. Dopo vi sentirete rigenerati!",joy,positive
Che uno sia amante o no dell'arte come non visitare una delle pinacoteche piÃ¹ importanti del mondo ...in cui metÃ  ( quasi) delle opere d'arte contenute portano la firma di pittori italiani.Ingresso gratuito dopo le 18 ma la coda comincia giÃ  dalle 17:15.. comunque sono molto efficienti nello smaltimento della coda...,sadness,negative
Centrale park uno dei posti piÃ¹ suggestivi al mondo con i sui bellissimi prati verdi e con i sui bellissimi alberi e fiori ma soprattutto con l'ambiente che si respira.,joy,positive
"Se c'Ã© un termine che possa essere diverso da mi sono sentita derubata trovatemelo voi. 15 euro per 900 mt di navigazione su acqua lercia. Per ammirare cose che si vedono meglio quando si passeggia. Abito a Milano da 35 anni Ã¨ da sempre ha fatto schifo, quasta volta non Ã¨ stata da meno. ",anger,negative
"Il museo merita la visita. Al suo interno potrete trovare opere di Goya e di VelÃ zquez, oltre a capolavori inerenti la storia spagnola.",joy,positive
passeggiata interessante da fare e anche la parte interna del memoriale Ã¨ interessante con foto storiche ,joy,positive
"Assolutamente da visitare, non solo allâinterno, ma anche da salire sul tetto, dove il panorama Ã¨ mozzafiato.",joy,positive
Incredibile un parco di tale grandezza e di tale qualitÃ  incastonato all'interno di Manhattan.Curatissimo e tutto studiato alla perfezione.,joy,positive
Bellissimo parco curato in ogni minimo dettaglio e la cosa bella che ti ritrovi immerso nel verde a pochi passi dal centro cittÃ  assolutamente da visitare ,joy,positive
"Entrando in questa chiesa si rimane estasiati da tanta bellezza, soprannominata la cappella Sistina di Milano. Situata in via Magenta, zona elegante e raffinata . Il personale volontario del Touring vi accompagna con le loro minuziose e attente spiegazioni che vi fanno maggiormente apprezzare questo capolavoro.",joy,positive
"Viene chiamata anche ""La Cappella Sistina di Milano"", questo dovrebbe bastare come biglietto da visita! E' assolutamente da vedere",joy,positive
"Questo luogo ha un fascino pittoresco che si accende soprattutto di sera quando si accendono le luci degli inumerevoli ristoranti posti proprio a ridosso dei navigli.D ' estate Ã©  uno spettacolo di bancarelle d artigianato , c Ã¨ sempre qualche venditore ""abusivo"" , ma tutto Ã¨ un insieme di luci colorate.Il mio giudizio Ã© positivo. ",joy,positive
"Location suggestiva per ammirare la Milano ""sull'acqua"" con i suoi cortili fioriti, le case di ringhiera e le botteghe degli artisti a cielo aperto. Ideale per una passeggiata pomeridiana con successivo aperitivo in uno dei tanti locali alla moda della zona oppure cena tipica milanese. Romantico al tramonto.",joy,positive
"Bel parco contornato dai gratttacieli al centro della cittÃ . Tenuto benissimo e molto pulito anche per l'elevato grado di civiltÃ  delle persone che lo frequentano. Tenuto conto della chilometrica lunghezza del parco consiglio fittare la bici che ad un prezzo economico ti permette di visitarlo nell'interezza, Si consiglia vivamente giornata soleggiata!",joy,positive
"a poche centinaia di metri dal centro , percorrendo via meravigli e corso magenta si arriva a questo gioiello; dalla piccola chiesa si accede attraverso uno stretto passaggio all'area del coro ligneo sempre avvolti e circondati da bellissimi affreschi. Una visi ta breve ma veramente intensa ed emozionante (e gratuita).",joy,positive
